"date_mdy","journal_entry","location","year","month","longitude","latitude","item"
1878-09-20,"The wind Southerly and thick with fog all day Thermometer 60 work about home. Wrote letter to Saml Libby","Winter Harbor",1878,9,-68.09811741,44.39116851,"wrote letter"
1878-09-25,"The wind Westerly Thermometer 60 degrees Wrote letter to Messrs SC Muney & Co.","Winter Harbor",1878,9,-68.09811741,44.39116851,"wrote letter"
1878-09-26,"The wind South very fresh breeze and foggy Thermometer 59 degrees Wrote letters to NH Higgins & Wm B Viall Went to a Religious meeting in the evening very heavy rain at 9 pm","Winter Harbor",1878,9,-68.09811741,44.39116851,"wrote letter"
1878-10-20,"The wind Westerly overcast and fresh breeze Thermometer 43° wrote letter to Ida Hodgkins Lamoine","Winter Harbor",1878,10,-68.09811741,44.39116851,"wrote letter"
1878-10-22,"The wind Southerly Thermometer 55 work for Wm Guptill on the inside of his house wrote letter to SC Muney & Co.","Winter Harbor",1878,10,-68.09811741,44.39116851,"wrote letter"
1878-10-25,"The wind North East and overcast Thermometer 47. Went to West Gouldsboro with the mail wrote letter to A.J. Blethen Esqr Portland Attorney at law. Recd letter from Mr AJ Blethen of Portland.","Winter Harbor",1878,10,-68.09811741,44.39116851,"wrote letter"
1878-10-25,"The wind North East and overcast Thermometer 47. Went to West Gouldsboro with the mail wrote letter to A.J. Blethen Esqr Portland Attorney at law. Recd letter from Mr AJ Blethen of Portland.","West Gouldsboro",1878,10,-68.09937127,44.46922347,"wrote letter"
1878-11-01,"The wind North West work one fourth day for Wm Guptill Went to West Gouldsboro with mail Thermometer 43 degrees Recd letters from Wm B Viall and A J Blethen wrote letter to AJ Blethen of Portland","Winter Harbor",1878,11,-68.09811741,44.39116851,"wrote letter"
1878-11-01,"The wind North West work one fourth day for Wm Guptill Went to West Gouldsboro with mail Thermometer 43 degrees Recd letters from Wm B Viall and A J Blethen wrote letter to AJ Blethen of Portland","West Gouldsboro",1878,11,-68.09937127,44.46922347,"wrote letter"
1878-11-13,"The wind Southerly Thermometer 50 degrees Work in the forenoon for Wm Guptill and in the afternoon went to Birch Harbor to Capt L.G. Cranes Funeral Wrote letter to A.J. Blethen","Winter Harbor",1878,11,-68.09811741,44.39116851,"wrote letter"
1878-11-13,"The wind Southerly Thermometer 50 degrees Work in the forenoon for Wm Guptill and in the afternoon went to Birch Harbor to Capt L.G. Cranes Funeral Wrote letter to A.J. Blethen","Birch Harbor",1878,11,-68.0398754,44.3893677,"wrote letter"
1878-11-14,"The wind North West work 3/4 day for Wm Guptill Went to Prospect Harbor Hired $40 of EW Cleaves for 14 days. Thermometer 32 wrote letter to AJ Blethen Ellsworth","Winter Harbor",1878,11,-68.09811741,44.39116851,"wrote letter"
1878-11-14,"The wind North West work 3/4 day for Wm Guptill Went to Prospect Harbor Hired $40 of EW Cleaves for 14 days. Thermometer 32 wrote letter to AJ Blethen Ellsworth","Prospect Harbor",1878,11,-68.02456023,44.41062098,"wrote letter"
1878-11-14,"The wind North West work 3/4 day for Wm Guptill Went to Prospect Harbor Hired $40 of EW Cleaves for 14 days. Thermometer 32 wrote letter to AJ Blethen Ellsworth","Winter Harbor",1878,11,-68.09811741,44.39116851,"wrote letter"
1878-11-17,"The wind Southerly Thermometer 41 degrees wrote letter to Warren Smith J A Stephens & Stephen Southard","Winter Harbor",1878,11,-68.09811741,44.39116851,"wrote letter"
1878-11-20,"The wind North East and rainy in the afternoon Thermometer 40 work 3/4 of the day for Wm Guptill wrote letter to Bessie E Grant.","Winter Harbor",1878,11,-68.09811741,44.39116851,"wrote letter"
1878-11-22,"The wind Easterly and the Thermometer 35 degrees wrote letters to SM Inmans and Bessie Grant Went to West Gouldsboro with mail. very heavy blow and rain in the afternoon and evening","West Gouldsboro",1878,11,-68.09937127,44.46922347,"wrote letter"
1878-11-22,"The wind Easterly and the Thermometer 35 degrees wrote letters to SM Inmans and Bessie Grant Went to West Gouldsboro with mail. very heavy blow and rain in the afternoon and evening","Winter Harbor",1878,11,-68.09811741,44.39116851,"wrote letter"
1878-11-28,"The wind Easterly fresh breeze and big rain storm Thermometer 40 wrote letter to M Gallant work one half day for Wm Guptill Went to Prospect at night to Carry 40 dollars that I hired of E.W. Cleaves the fourteenth of this month. recd letter from J A Stevens","Prospect Harbor",1878,11,-68.02456023,44.41062098,"wrote letter"
1878-11-28,"The wind Easterly fresh breeze and big rain storm Thermometer 40 wrote letter to M Gallant work one half day for Wm Guptill Went to Prospect at night to Carry 40 dollars that I hired of E.W. Cleaves the fourteenth of this month. recd letter from J A Stevens","Winter Harbor",1878,11,-68.09811741,44.39116851,"wrote letter"
1878-12-02,"The wind S.S.E and fresh breeze Thermometer 35° wrote letters to Bessie E Grant Mrs Proctor Smallidge and Mary Stanley went to West Gouldsboro with mail very heavy storm at night.","West Gouldsboro",1878,12,-68.09937127,44.46922347,"wrote letter"
1878-12-02,"The wind S.S.E and fresh breeze Thermometer 35° wrote letters to Bessie E Grant Mrs Proctor Smallidge and Mary Stanley went to West Gouldsboro with mail very heavy storm at night.","Winter Harbor",1878,12,-68.09811741,44.39116851,"wrote letter"
1878-12-09,"Calm all day with the exception of a light air westerly Thermometer 30 Went to West Gouldsboro with mail. Wrote letter and reg it to Messrs M Gallant & Co. at night went in the woods and hauled out one load of wood on wheels","West Gouldsboro",1878,12,-68.09937127,44.46922347,"wrote letter"
1878-12-09,"Calm all day with the exception of a light air westerly Thermometer 30 Went to West Gouldsboro with mail. Wrote letter and reg it to Messrs M Gallant & Co. at night went in the woods and hauled out one load of wood on wheels","Winter Harbor",1878,12,-68.09811741,44.39116851,"wrote letter"
1878-12-16,"The wind North West Thermometer 20 degrees Wrote letter to Mrs. B.E. Grant hired John Hancock to drive the mail I staid at home and salted my pig and a quarter of beef. wrote letter to American Office","Winter Harbor",1878,12,-68.09811741,44.39116851,"wrote letter"
1878-12-27,"The wind moderate and varying from North to East. Thermometer 10 degrees above zero. Went to West Gouldsboro with mail. recd letter from CC Burrill Wrote letter to Mrs Bessie E Grant of Camden","West Gouldsboro",1878,12,-68.09937127,44.46922347,"wrote letter"
1878-12-27,"The wind moderate and varying from North to East. Thermometer 10 degrees above zero. Went to West Gouldsboro with mail. recd letter from CC Burrill Wrote letter to Mrs Bessie E Grant of Camden","Winter Harbor",1878,12,-68.09811741,44.39116851,"wrote letter"
1878-12-28,"The wind North West the Thermometer 18 degrees above Wrote letter to C.C. Burrill Cut wood at the door.","Winter Harbor",1878,12,-68.09811741,44.39116851,"wrote letter"
1878-12-31,"The wind North West wrote letter to R. Cole Ellsworth some sleighing the first for the winter sleigh goes through in some places. Varnished my sleigh and tending out on the People stoping with me at the Eureka House","Winter Harbor",1878,12,-68.09811741,44.39116851,"wrote letter"
1879-01-06,"The wind North West Thermometer 25° above zero. Wrote letter to Wm B Viall at Bethel Vt. Went to West Gouldsboro with mail with sleigh.","Winter Harbor",1879,1,-68.09811741,44.39116851,"wrote letter"
1879-01-06,"The wind North West Thermometer 25° above zero. Wrote letter to Wm B Viall at Bethel Vt. Went to West Gouldsboro with mail with sleigh.","West Gouldsboro",1879,1,-68.09937127,44.46922347,"wrote letter"
1879-01-06,"The wind North West Thermometer 25° above zero. Wrote letter to Wm B Viall at Bethel Vt. Went to West Gouldsboro with mail with sleigh.","Winter Harbor",1879,1,-68.09811741,44.39116851,"wrote letter"
1879-01-10,"A very big snow storm The wind North West Thermometer 12 degrees above Wrote letter to C. C. Burrill Started with the mail to West Gouldsboro Got as far as Wm Bunkers with the horse and could get no further with him put him in the barna nd Carried the mail on my back to West Gouldsboro","Winter Harbor",1879,1,-68.09811741,44.39116851,"wrote letter"
1879-01-10,"A very big snow storm The wind North West Thermometer 12 degrees above Wrote letter to C. C. Burrill Started with the mail to West Gouldsboro Got as far as Wm Bunkers with the horse and could get no further with him put him in the barna nd Carried the mail on my back to West Gouldsboro","West Gouldsboro",1879,1,-68.09937127,44.46922347,"wrote letter"
1879-01-10,"A very big snow storm The wind North West Thermometer 12 degrees above Wrote letter to C. C. Burrill Started with the mail to West Gouldsboro Got as far as Wm Bunkers with the horse and could get no further with him put him in the barna nd Carried the mail on my back to West Gouldsboro","Winter Harbor",1879,1,-68.09811741,44.39116851,"wrote letter"
1879-01-13,"Calm in the morning wrote letter to Stephen Southard Went to West Gouldsboro with Mail afternoon wind westerly Thermometer 22 above received letter from Wm B Viall Mail Contractor Bethel Vt.","Winter Harbor",1879,1,-68.09811741,44.39116851,"wrote letter"
1879-01-13,"Calm in the morning wrote letter to Stephen Southard Went to West Gouldsboro with Mail afternoon wind westerly Thermometer 22 above received letter from Wm B Viall Mail Contractor Bethel Vt.","West Gouldsboro",1879,1,-68.09937127,44.46922347,"wrote letter"
1879-01-13,"Calm in the morning wrote letter to Stephen Southard Went to West Gouldsboro with Mail afternoon wind westerly Thermometer 22 above received letter from Wm B Viall Mail Contractor Bethel Vt.","Winter Harbor",1879,1,-68.09811741,44.39116851,"wrote letter"
1879-01-30,"The wind North West Thermometer 10° above 0. wrote letter to Narraguzy Lodge Cherryfield. Went up the stream after wood but the Stream overflowed could not get in woods","Winter Harbor",1879,1,-68.09811741,44.39116851,"wrote letter"
1879-02-18,"The wind East North East and snowing all day Thermometer 14 degrees above zero. Mended horness apart of the day. wrote letter to Bessie E. Grant and C.C. Burrill","Winter Harbor",1879,2,-68.09811741,44.39116851,"wrote letter"
1879-02-24,"The wind Westerly Thermometer 20 above wrote letters to Portland Transcript Ellsworth Arrived Town Clerk. Mary Stanley E.S.Stevens of Ellsworth Hauled two loads of wood from upper damn.","Winter Harbor",1879,2,-68.09811741,44.39116851,"wrote letter"
1879-02-27,"The wind W.N.West and snowing a little in the morning Thermometer 24 above zero. Wrote letter to Mrs Bessie E Grant. and kept a copy.","Winter Harbor",1879,2,-68.09811741,44.39116851,"wrote letter"
1879-03-04,"The wind South West Thermometer 37 snow melting very fast. work all day hauling wood wrote letter to Auditor of the Treasury for the PO Department. at Washington D.C.","Winter Harbor",1879,3,-68.09811741,44.39116851,"wrote letter"
1879-03-13,"The wind Southerly Thermometer 32° above Went in the woods in the forenoon and out a spar for the A G Brook fhing jilboans in the afternoon work for Wm Guptill Wrote letters to Wm B Viall & Mejses Sloan &Co.","Winter Harbor",1879,3,-68.09811741,44.39116851,"wrote letter"
1879-03-14,"The wind South East. Thermometer 39° above worked out half day for Wm Guptill on house. Went to West Gouldsboro to see about P.O.Business. wrote letters to Wm B Viall and Auditor of the P.O.Department received letters from Linda SMallidge & Wm B Viall","Winter Harbor",1879,3,-68.09811741,44.39116851,"wrote letter"
1879-03-14,"The wind South East. Thermometer 39° above worked out half day for Wm Guptill on house. Went to West Gouldsboro to see about P.O.Business. wrote letters to Wm B Viall and Auditor of the P.O.Department received letters from Linda SMallidge & Wm B Viall","West Gouldsboro",1879,3,-68.09937127,44.46922347,"wrote letter"
1879-03-14,"The wind South East. Thermometer 39° above worked out half day for Wm Guptill on house. Went to West Gouldsboro to see about P.O.Business. wrote letters to Wm B Viall and Auditor of the P.O.Department received letters from Linda SMallidge & Wm B Viall","Winter Harbor",1879,3,-68.09811741,44.39116851,"wrote letter"
1879-03-16,"The wind Westerly Termometer 32 degree Wrote letters to F.W. Wobbur Cambridge port & Han Elias & Yuraveis whiting","Winter Harbor",1879,3,-68.09811741,44.39116851,"wrote letter"
1879-03-17,"The wind E S East Thermometer 20 above wrote letter to C.C. Viall Lowell & Nancy Ash Sullivan. Snowing all day. with fresh breeze. wrote letter to B. T Athon Sherriff of Mt. Desert.","Winter Harbor",1879,3,-68.09811741,44.39116851,"wrote letter"
1879-03-27,"The wind Easterly Thermometer 30 above wrote letter to Eias Hale and Wm. P Joy Esq. received letters from Mejsis Sloaan &Co. X Wamn Smithal Calais","Winter Harbor",1879,3,-68.09811741,44.39116851,"wrote letter"
1879-03-28,"The wind Easterly Thermometer 40° above wrote letter Portland & Machias Steam boat Bo & Linda Smallidge work in the afternoon for G.W. Tracy on dora received Postal from L L Kingsley","Winter Harbor",1879,3,-68.09811741,44.39116851,"wrote letter"
1879-03-31,"The wind North East Thermometer 36 degrees hauled one load of wood out the woods near Mr Dodge's alongside of the road and in the afternoon it rained hard. wrote letter to Red of deeds Postal to Mssrs Sloan &Co","Winter Harbor",1879,3,-68.09811741,44.39116851,"wrote letter"
1879-04-07,"The wind South West Settled the Law business between John F. Clark and Warren H Smith work all day for A J Gerrish wrote letter to Isaac Tracy. and Helen Stevens","Winter Harbor",1879,4,-68.09811741,44.39116851,"wrote letter"
1879-04-10,"The wind Northerly in forenoon and S.W. in afternoon. Sold 3 sets Sewing machine Casters Bought two shark in Winter Harbor Steam boat wharf wrote letter to Mrs Chester Stevens","Winter Harbor",1879,4,-68.09811741,44.39116851,"wrote letter"
1879-04-19,"The wind North East and snowing all day Thermometer 32 above Went to West Gouldsboro on wheels with the mail via Prospect. Wrote letter to Auditor of the Treasury for the Post Office Department Real letter from Mijr Linda Smallidge","Winter Harbor",1879,4,-68.09811741,44.39116851,"wrote letter"
1879-04-19,"The wind North East and snowing all day Thermometer 32 above Went to West Gouldsboro on wheels with the mail via Prospect. Wrote letter to Auditor of the Treasury for the Post Office Department Real letter from Mijr Linda Smallidge","Prospect Harbor",1879,4,-68.02456023,44.41062098,"wrote letter"
1879-04-19,"The wind North East and snowing all day Thermometer 32 above Went to West Gouldsboro on wheels with the mail via Prospect. Wrote letter to Auditor of the Treasury for the Post Office Department Real letter from Mijr Linda Smallidge","West Gouldsboro",1879,4,-68.09937127,44.46922347,"wrote letter"
1879-04-19,"The wind North East and snowing all day Thermometer 32 above Went to West Gouldsboro on wheels with the mail via Prospect. Wrote letter to Auditor of the Treasury for the Post Office Department Real letter from Mijr Linda Smallidge","Winter Harbor",1879,4,-68.09811741,44.39116851,"wrote letter"
